age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
high0,Private,low2,Masters,high4,Never-married,Prof-specialty,Not-in-family,White,Male,low10,low11,66,United-States,<=50K,
low0,Local-gov,low2,Masters,high4,Never-married,Prof-specialty,Own-child,White,Male,low10,low11,20,United-States,<=50K,
high0,State-gov,low2,Bachelors,high4,Divorced,Exec-managerial,Not-in-family,White,Female,low10,low11,35,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Sales,Husband,White,Male,low10,low11,44,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Divorced,Handlers-cleaners,Not-in-family,White,Male,low10,low11,16,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,low10,low11,40,Philippines,<=50K,
low0,Private,low2,Some-college,high4,Never-married,Adm-clerical,Own-child,White,Female,low10,low11,30,United-States,<=50K,
high0,Private,low2,7th-8th,low4,Never-married,Farming-fishing,Unmarried,Black,Female,low10,low11,20,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Never-married,Prof-specialty,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,5th-6th,low4,Separated,Sales,Unmarried,Black,Female,low10,low11,30,Puerto-Rico,<=50K,
low0,Private,low2,Some-college,high4,Divorced,Prof-specialty,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Sales,Husband,White,Male,low10,low11,50,United-States,>50K,
low0,Private,low2,HS-grad,high4,Never-married,Other-service,Own-child,White,Female,low10,low11,35,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,40,United-States,>50K,
low0,Self-emp-not-inc,low2,11th,low4,Never-married,Craft-repair,Not-in-family,White,Male,low10,low11,40,Mexico,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Adm-clerical,Unmarried,White,Female,low10,low11,35,Puerto-Rico,<=50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Sales,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,46,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Adm-clerical,Wife,White,Female,low10,low11,40,Germany,>50K,
low0,Private,low2,Bachelors,high4,Divorced,Adm-clerical,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Sales,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Assoc-voc,high4,Divorced,Transport-moving,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Never-married,Sales,Own-child,Black,Female,low10,low11,20,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Other-service,Husband,Black,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,40,United-States,<=50K,
high0,Federal-gov,low2,Assoc-acdm,high4,Married-civ-spouse,Farming-fishing,Husband,Black,Male,low10,low11,40,United-States,<=50K,
high0,Self-emp-not-inc,low2,Bachelors,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,50,United-States,<=50K,
low0,Private,low2,Some-college,high4,Divorced,Craft-repair,Not-in-family,White,Male,low10,low11,48,United-States,>50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Never-married,Machine-op-inspct,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,10th,low4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,35,United-States,<=50K,
low0,Self-emp-inc,low2,Bachelors,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,50,United-States,>50K,
low0,Private,low2,HS-grad,high4,Never-married,Sales,Own-child,White,Female,low10,low11,40,United-States,<=50K,
low0,Self-emp-not-inc,low2,Bachelors,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,40,Italy,>50K,
low0,Self-emp-inc,low2,HS-grad,high4,Never-married,Machine-op-inspct,Own-child,White,Male,low10,low11,24,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Other-service,Not-in-family,White,Female,low10,low11,52,United-States,<=50K,
low0,State-gov,low2,Prof-school,high4,Divorced,Prof-specialty,Unmarried,White,Female,low10,low11,43,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Divorced,Adm-clerical,Unmarried,Black,Female,low10,low11,38,United-States,<=50K,
low0,Local-gov,low2,Bachelors,high4,Never-married,Prof-specialty,Not-in-family,White,Female,low10,low11,35,United-States,<=50K,
low0,Self-emp-inc,low2,Bachelors,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,40,United-States,>50K,
low0,Private,low2,HS-grad,high4,Never-married,Machine-op-inspct,Not-in-family,White,Female,low10,low11,30,United-States,<=50K,
low0,Private,low2,12th,low4,Never-married,Other-service,Unmarried,Black,Male,low10,low11,38,United-States,<=50K,
low0,Private,low2,5th-6th,low4,Never-married,Other-service,Other-relative,White,Male,low10,low11,40,Mexico,<=50K,
low0,Self-emp-not-inc,low2,10th,low4,Never-married,Other-service,Own-child,White,Female,low10,low11,24,United-States,<=50K,
high0,Self-emp-inc,low2,Bachelors,high4,Married-civ-spouse,Farming-fishing,Husband,White,Male,low10,low11,40,United-States,>50K,
low0,Local-gov,low2,Bachelors,high4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,low10,low11,65,United-States,>50K,
low0,Federal-gov,low2,Bachelors,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,50,United-States,>50K,
low0,Private,low2,Bachelors,high4,Never-married,Sales,Not-in-family,White,Female,low10,low11,45,United-States,<=50K,
high0,Private,low2,Some-college,high4,Widowed,Adm-clerical,Unmarried,White,Female,low10,low11,12,United-States,<=50K,
low0,Private,low2,10th,low4,Never-married,Other-service,Own-child,White,Male,low10,low11,25,United-States,<=50K,
low0,Local-gov,low2,Some-college,high4,Divorced,Adm-clerical,Unmarried,Black,Female,low10,low11,35,United-States,<=50K,
low0,Private,low2,12th,low4,Never-married,Other-service,Own-child,Black,Male,low10,low11,20,United-States,<=50K,
low0,Local-gov,low2,HS-grad,high4,Never-married,Adm-clerical,Own-child,White,Female,low10,low11,40,United-States,<=50K,
low0,Self-emp-not-inc,low2,Bachelors,high4,Married-spouse-absent,Sales,Own-child,White,Male,low10,low11,50,United-States,>50K,
low0,Private,low2,Some-college,high4,Never-married,Prof-specialty,Not-in-family,White,Female,low10,low11,45,United-States,<=50K,
high0,Private,low2,Prof-school,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,60,United-States,>50K,
low0,Private,low2,Assoc-voc,high4,Divorced,Machine-op-inspct,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Assoc-voc,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Self-emp-not-inc,low2,Some-college,high4,Divorced,Craft-repair,Not-in-family,White,Male,low10,low11,8,Puerto-Rico,>50K,
low0,Private,low2,Masters,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,45,United-States,>50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Sales,Husband,White,Male,low10,low11,45,United-States,>50K,
low0,Private,low2,HS-grad,high4,Never-married,Machine-op-inspct,Not-in-family,Black,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Divorced,Adm-clerical,Unmarried,Black,Female,low10,low11,37,United-States,<=50K,
low0,Private,low2,9th,low4,Divorced,Adm-clerical,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
high0,Private,low2,11th,low4,Married-civ-spouse,Protective-serv,Husband,White,Male,low10,low11,37,United-States,>50K,
low0,State-gov,low2,Bachelors,high4,Divorced,Exec-managerial,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
high0,Private,low2,Some-college,high4,Divorced,Other-service,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Self-emp-not-inc,low2,Masters,high4,Never-married,Farming-fishing,Own-child,White,Male,low10,low11,99,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Divorced,Transport-moving,Not-in-family,White,Male,low10,low11,65,United-States,<=50K,
low0,Self-emp-not-inc,low2,Some-college,high4,Married-civ-spouse,Sales,Husband,White,Male,low10,low11,50,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Adm-clerical,Own-child,White,Female,low10,low11,15,United-States,<=50K,
low0,Private,low2,Some-college,high4,Never-married,Other-service,Own-child,White,Male,low10,low11,25,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,<=50K,
high0,Private,low2,Some-college,high4,Married-civ-spouse,Farming-fishing,Husband,White,Male,low10,low11,60,United-States,>50K,
low0,Private,low2,7th-8th,low4,Divorced,Transport-moving,Unmarried,White,Male,low10,low11,20,United-States,<=50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Adm-clerical,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Masters,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,50,United-States,>50K,
high0,Local-gov,low2,HS-grad,high4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,low10,low11,40,China,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Exec-managerial,Unmarried,White,Female,low10,low11,40,United-States,<=50K,
low0,Self-emp-inc,low2,Bachelors,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,40,United-States,>50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,35,United-States,>50K,
low0,Private,low2,11th,low4,Never-married,Other-service,Own-child,White,Female,low10,low11,15,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,45,United-States,>50K,
low0,Private,low2,Bachelors,high4,Never-married,Farming-fishing,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Federal-gov,low2,Masters,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Other-service,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Never-married,Other-service,Not-in-family,White,Male,low10,low11,24,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Never-married,Other-service,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,Local-gov,low2,Masters,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,50,United-States,>50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,>50K,
low0,Private,low2,9th,low4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,55,United-States,>50K,
low0,Private,low2,HS-grad,high4,Divorced,Machine-op-inspct,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
high0,Self-emp-not-inc,low2,HS-grad,high4,Married-civ-spouse,Sales,Husband,White,Male,low10,low11,20,United-States,<=50K,
high0,Self-emp-not-inc,low2,5th-6th,low4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,67,United-States,>50K,
low0,Federal-gov,low2,Bachelors,high4,Never-married,Adm-clerical,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Transport-moving,Own-child,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Never-married,Exec-managerial,Not-in-family,White,Female,low10,high11,45,United-States,>50K,
low0,Self-emp-not-inc,low2,HS-grad,high4,Divorced,Other-service,Unmarried,White,Male,low10,low11,45,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Never-married,Protective-serv,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Exec-managerial,Not-in-family,White,Female,low10,low11,50,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Transport-moving,Husband,White,Male,low10,low11,60,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low10,low11,55,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low10,low11,45,United-States,>50K,
low0,Private,low2,HS-grad,high4,Never-married,Protective-serv,Own-child,White,Male,low10,low11,70,United-States,<=50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Adm-clerical,Wife,White,Female,low10,low11,20,United-States,>50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,>50K,
low0,Private,low2,HS-grad,high4,Never-married,Farming-fishing,Own-child,White,Male,low10,low11,20,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Sales,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Federal-gov,low2,HS-grad,high4,Married-civ-spouse,Adm-clerical,Husband,White,Male,low10,low11,36,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Craft-repair,Not-in-family,White,Female,low10,low11,48,United-States,<=50K,
low0,Private,low2,5th-6th,low4,Separated,Machine-op-inspct,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Prof-specialty,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Adm-clerical,Wife,White,Female,low10,low11,40,United-States,<=50K,
low0,Local-gov,low2,HS-grad,high4,Divorced,Adm-clerical,Unmarried,White,Female,low10,low11,25,United-States,<=50K,
low0,Self-emp-inc,low2,HS-grad,high4,Married-civ-spouse,Transport-moving,Husband,White,Male,low10,low11,57,United-States,<=50K,
high0,Self-emp-not-inc,low2,Bachelors,high4,Never-married,Prof-specialty,Not-in-family,White,Male,low10,low11,20,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Never-married,Prof-specialty,Not-in-family,White,Female,low10,low11,40,United-States,>50K,
low0,Private,low2,Bachelors,high4,Never-married,Other-service,Own-child,White,Female,low10,low11,25,United-States,<=50K,
low0,State-gov,low2,Bachelors,high4,Never-married,Prof-specialty,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,State-gov,low2,Bachelors,high4,Never-married,Adm-clerical,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
high0,Private,low2,Bachelors,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,50,United-States,>50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,40,United-States,>50K,
high0,Local-gov,low2,Assoc-acdm,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,35,United-States,<=50K,
high0,Private,low2,HS-grad,high4,Widowed,Sales,Not-in-family,White,Female,low10,low11,50,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Widowed,Sales,Unmarried,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,Masters,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,40,England,>50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,low10,low11,40,Philippines,>50K,
low0,State-gov,low2,Bachelors,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,42,United-States,>50K,
low0,Private,low2,HS-grad,high4,Never-married,Sales,Own-child,White,Female,low10,low11,24,United-States,<=50K,
low0,Private,low2,Some-college,high4,Never-married,Craft-repair,Unmarried,White,Male,low10,low11,40,United-States,<=50K,
high0,Private,low2,HS-grad,high4,Widowed,Sales,Other-relative,White,Female,low10,low11,35,United-States,<=50K,
low0,Self-emp-not-inc,low2,Masters,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,42,United-States,>50K,
low0,Private,low2,Some-college,high4,Never-married,Exec-managerial,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Divorced,Adm-clerical,Unmarried,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Transport-moving,Husband,White,Male,low10,low11,60,United-States,>50K,
low0,Private,low2,Bachelors,high4,Divorced,Sales,Not-in-family,White,Male,low10,low11,56,United-States,<=50K,
high0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,50,Ecuador,>50K,
low0,Private,low2,HS-grad,high4,Divorced,Exec-managerial,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,Prof-school,high4,Divorced,Sales,Own-child,White,Male,low10,low11,55,United-States,<=50K,
low0,Private,low2,Some-college,high4,Divorced,Exec-managerial,Not-in-family,White,Male,low10,low11,40,Mexico,<=50K,
low0,Private,low2,Masters,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,45,United-States,>50K,
low0,Private,low2,HS-grad,high4,Never-married,Machine-op-inspct,Other-relative,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Other-service,Wife,White,Female,low10,low11,40,Puerto-Rico,<=50K,
low0,Private,low2,7th-8th,low4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Other-service,Own-child,Black,Male,low10,low11,30,United-States,<=50K,
high0,Private,low2,Some-college,high4,Widowed,Priv-house-serv,Not-in-family,White,Female,low10,low11,20,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,low10,low11,56,United-States,>50K,
low0,Private,low2,Some-college,high4,Separated,Craft-repair,Not-in-family,Black,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,1st-4th,low4,Never-married,Farming-fishing,Unmarried,White,Male,low10,low11,77,Mexico,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,12th,low4,Never-married,Farming-fishing,Own-child,Black,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Transport-moving,Husband,Black,Male,low10,low11,45,United-States,<=50K,
low0,State-gov,low2,Some-college,high4,Never-married,Adm-clerical,Own-child,White,Male,low10,low11,25,United-States,<=50K,
low0,Federal-gov,low2,HS-grad,high4,Married-civ-spouse,Transport-moving,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Self-emp-not-inc,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,low10,low11,50,United-States,>50K,
low0,Federal-gov,low2,Bachelors,high4,Never-married,Adm-clerical,Unmarried,Black,Male,low10,low11,40,United-States,>50K,
low0,Local-gov,low2,Masters,high4,Divorced,Prof-specialty,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,Local-gov,low2,Bachelors,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,48,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Exec-managerial,Own-child,White,Male,low10,low11,40,United-States,<=50K,
low0,State-gov,low2,HS-grad,high4,Married-civ-spouse,Protective-serv,Husband,White,Male,low10,low11,40,United-States,<=50K,
high0,Private,low2,Bachelors,high4,Widowed,Prof-specialty,Unmarried,White,Female,low10,low11,20,Puerto-Rico,<=50K,
low0,Private,low2,Masters,high4,Married-civ-spouse,Protective-serv,Husband,White,Male,low10,low11,40,United-States,>50K,
high0,Private,low2,9th,low4,Separated,Other-service,Not-in-family,Black,Female,low10,low11,30,United-States,<=50K,
high0,Self-emp-inc,low2,Some-college,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low10,low11,40,United-States,>50K,
low0,Self-emp-inc,low2,Bachelors,high4,Divorced,Sales,Not-in-family,White,Male,low10,low11,60,United-States,>50K,
low0,Private,low2,Masters,high4,Married-civ-spouse,Prof-specialty,Wife,White,Female,low10,low11,40,United-States,>50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,50,United-States,>50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,60,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Never-married,Adm-clerical,Own-child,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Never-married,Adm-clerical,Own-child,White,Female,low10,low11,35,United-States,<=50K,
low0,Private,low2,Some-college,high4,Divorced,Adm-clerical,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Never-married,Adm-clerical,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Local-gov,low2,Some-college,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,60,United-States,>50K,
low0,Private,low2,Prof-school,high4,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,low10,low11,40,India,>50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,60,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Sales,Unmarried,White,Female,low10,low11,60,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Never-married,Other-service,Own-child,Black,Female,low10,low11,75,United-States,<=50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,40,United-States,>50K,
low0,Private,low2,Some-college,high4,Never-married,Adm-clerical,Own-child,White,Male,low10,low11,40,United-States,<=50K,
low0,State-gov,low2,Bachelors,high4,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,low10,low11,45,United-States,<=50K,
low0,State-gov,low2,Masters,high4,Never-married,Prof-specialty,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Adm-clerical,Not-in-family,White,Female,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Never-married,Adm-clerical,Own-child,White,Female,low10,low11,25,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,45,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Transport-moving,Husband,White,Male,low10,low11,50,United-States,<=50K,
low0,Private,low2,Masters,high4,Married-civ-spouse,Prof-specialty,Husband,White,Male,low10,low11,50,United-States,<=50K,
low0,Private,low2,11th,low4,Never-married,Craft-repair,Not-in-family,Black,Male,low10,low11,25,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Self-emp-not-inc,low2,HS-grad,high4,Married-civ-spouse,Other-service,Husband,Black,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Never-married,Adm-clerical,Unmarried,White,Female,low10,low11,40,Mexico,<=50K,
low0,State-gov,low2,HS-grad,high4,Married-civ-spouse,Protective-serv,Husband,White,Male,low10,low11,40,United-States,<=50K,
high0,Federal-gov,low2,Bachelors,high4,Married-civ-spouse,Adm-clerical,Husband,Black,Male,low10,low11,40,United-States,>50K,
low0,Federal-gov,low2,Assoc-voc,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Craft-repair,Husband,Black,Male,low10,low11,40,United-States,<=50K,
high0,Federal-gov,low2,Bachelors,high4,Never-married,Adm-clerical,Not-in-family,White,Male,low10,high11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,>50K,
low0,Local-gov,low2,11th,low4,Divorced,Adm-clerical,Unmarried,White,Female,low10,low11,40,United-States,<=50K,
high0,Local-gov,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,6,United-States,<=50K,
low0,State-gov,low2,Assoc-voc,high4,Divorced,Tech-support,Not-in-family,White,Male,low10,high11,39,United-States,>50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,50,United-States,>50K,
low0,Private,low2,Bachelors,high4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,10th,low4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,50,United-States,>50K,
low0,Private,low2,Some-college,high4,Never-married,Other-service,Own-child,White,Female,low10,low11,24,United-States,<=50K,
low0,State-gov,low2,Some-college,high4,Separated,Adm-clerical,Unmarried,Black,Female,low10,low11,38,United-States,<=50K,
low0,Private,low2,Assoc-voc,high4,Married-civ-spouse,Craft-repair,Husband,White,Male,low10,low11,48,Poland,>50K,
low0,Self-emp-inc,low2,Assoc-voc,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,50,United-States,>50K,
low0,Private,low2,Assoc-voc,high4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low10,low11,40,United-States,>50K,
low0,Self-emp-not-inc,low2,HS-grad,high4,Married-civ-spouse,Exec-managerial,Husband,White,Male,low10,low11,65,United-States,>50K,
low0,Private,low2,HS-grad,high4,Married-civ-spouse,Sales,Husband,White,Male,low10,low11,45,United-States,<=50K,
low0,Local-gov,low2,Bachelors,high4,Divorced,Protective-serv,Unmarried,White,Female,low10,low11,60,Germany,<=50K,
low0,Private,low2,HS-grad,high4,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,low10,low11,35,Thailand,<=50K,
low0,Private,low2,Some-college,high4,Never-married,Other-service,Own-child,White,Male,low10,low11,15,United-States,<=50K,
low0,State-gov,low2,Bachelors,high4,Divorced,Exec-managerial,Not-in-family,White,Male,low10,low11,40,United-States,<=50K,
low0,Private,low2,Some-college,high4,Married-civ-spouse,Transport-moving,Husband,White,Male,low10,low11,45,United-States,>50K,
