age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
low,Private,low,HS-grad,high,Never-married,Adm-clerical,Not-in-family,White,Male,low,0,40,United-States,<=50K,
low,Federal-gov,low,Masters,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,40,England,>50K,
low,Self-emp-inc,low,Some-college,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,50,United-States,>50K,
high,Private,low,Bachelors,high,Divorced,Exec-managerial,Not-in-family,White,Female,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Adm-clerical,Wife,White,Female,low,0,30,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,45,Mexico,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,42,United-States,<=50K,
low,Self-emp-inc,low,HS-grad,high,Never-married,Transport-moving,Not-in-family,White,Male,low,0,50,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,45,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Assoc-voc,high,Never-married,Sales,Own-child,White,Female,low,0,35,United-States,<=50K,
low,Self-emp-inc,low,Assoc-voc,high,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,low,0,63,Thailand,<=50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Unmarried,White,Female,low,0,35,United-States,<=50K,
low,Local-gov,low,Masters,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,35,United-States,>50K,
low,Private,low,Some-college,high,Never-married,Tech-support,Not-in-family,White,Female,low,0,30,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,40,United-States,<=50K,
low,Federal-gov,low,Assoc-acdm,high,Married-civ-spouse,Adm-clerical,Husband,Black,Male,low,0,40,United-States,>50K,
low,Private,low,HS-grad,high,Divorced,Adm-clerical,Unmarried,White,Male,low,0,40,Honduras,<=50K,
high,Private,low,HS-grad,high,Widowed,Machine-op-inspct,Unmarried,White,Male,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Sales,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Transport-moving,Husband,Black,Male,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Sales,Husband,White,Male,low,0,40,United-States,>50K,
low,Local-gov,low,Masters,high,Married-civ-spouse,Prof-specialty,Wife,White,Female,low,0,40,United-States,<=50K,
low,Private,low,Doctorate,high,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,low,0,60,India,<=50K,
low,Private,low,Prof-school,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,10th,low,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,low,0,75,United-States,<=50K,
high,Private,low,7th-8th,low,Divorced,Adm-clerical,Not-in-family,White,Female,low,0,35,Cuba,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Other-service,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Assoc-acdm,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,40,United-States,<=50K,
low,Local-gov,low,HS-grad,high,Never-married,Adm-clerical,Own-child,White,Female,low,0,40,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Craft-repair,Husband,Black,Male,low,0,52,United-States,>50K,
high,Self-emp-not-inc,low,7th-8th,low,Married-civ-spouse,Sales,Husband,White,Male,low,0,55,United-States,<=50K,
low,Self-emp-inc,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,40,United-States,>50K,
high,Private,low,HS-grad,high,Divorced,Adm-clerical,Not-in-family,White,Female,low,0,40,United-States,<=50K,
low,Federal-gov,low,Some-college,high,Divorced,Adm-clerical,Not-in-family,White,Female,low,0,40,United-States,<=50K,
low,Private,low,Assoc-acdm,high,Never-married,Tech-support,Not-in-family,White,Female,low,0,45,United-States,<=50K,
low,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Transport-moving,Husband,White,Male,low,0,60,United-States,<=50K,
low,Self-emp-not-inc,low,7th-8th,low,Never-married,Farming-fishing,Own-child,White,Male,low,0,50,United-States,<=50K,
high,Private,low,Some-college,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,45,United-States,<=50K,
low,Local-gov,low,Masters,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,50,United-States,<=50K,
high,Private,low,Some-college,high,Married-civ-spouse,Adm-clerical,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Prof-specialty,Not-in-family,White,Male,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Craft-repair,Other-relative,White,Male,low,0,60,United-States,<=50K,
low,Private,low,10th,low,Divorced,Other-service,Not-in-family,White,Female,low,0,40,United-States,<=50K,
high,State-gov,low,Bachelors,high,Married-civ-spouse,Adm-clerical,Husband,White,Male,low,0,38,United-States,>50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,low,0,40,United-States,>50K,
low,Private,low,10th,low,Never-married,Machine-op-inspct,Not-in-family,White,Male,low,0,65,United-States,<=50K,
high,Private,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Wife,White,Female,low,0,36,United-States,>50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Transport-moving,Husband,White,Male,low,0,60,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Adm-clerical,Own-child,White,Female,low,0,10,United-States,<=50K,
high,Local-gov,low,Masters,high,Married-civ-spouse,Prof-specialty,Wife,Black,Female,low,1977,40,United-States,>50K,
low,Private,low,Assoc-acdm,high,Married-civ-spouse,Sales,Husband,White,Male,low,0,45,United-States,>50K,
high,Local-gov,low,HS-grad,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,Some-college,high,Married-civ-spouse,Sales,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Divorced,Adm-clerical,Unmarried,White,Female,low,0,40,United-States,<=50K,
low,Private,low,11th,low,Never-married,Other-service,Own-child,White,Male,low,0,20,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Adm-clerical,Not-in-family,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Doctorate,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,50,United-States,>50K,
low,Local-gov,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,Black,Male,low,0,40,United-States,<=50K,
low,State-gov,low,Some-college,high,Never-married,Adm-clerical,Own-child,White,Female,low,0,38,United-States,<=50K,
low,Private,low,Some-college,high,Divorced,Machine-op-inspct,Unmarried,White,Male,low,0,45,United-States,<=50K,
high,Self-emp-not-inc,low,HS-grad,high,Widowed,Other-service,Other-relative,White,Female,low,0,40,United-States,<=50K,
low,State-gov,low,Bachelors,high,Never-married,Prof-specialty,Not-in-family,White,Male,low,0,15,United-States,<=50K,
high,Private,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,Some-college,high,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,low,0,39,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,low,0,48,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Other-service,Wife,White,Female,low,0,12,United-States,<=50K,
low,Private,low,HS-grad,high,Separated,Exec-managerial,Own-child,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Sales,Husband,White,Male,low,0,60,United-States,>50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low,0,40,United-States,<=50K,
low,Self-emp-inc,low,Assoc-voc,high,Divorced,Sales,Unmarried,White,Female,low,0,40,United-States,<=50K,
low,Private,low,9th,low,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,low,0,45,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,low,0,40,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Adm-clerical,Not-in-family,White,Male,low,0,21,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,55,United-States,>50K,
low,State-gov,low,Assoc-acdm,high,Married-civ-spouse,Protective-serv,Husband,White,Male,low,1740,40,United-States,<=50K,
low,Local-gov,low,HS-grad,high,Married-civ-spouse,Protective-serv,Husband,White,Male,low,0,40,United-States,<=50K,
low,State-gov,low,Masters,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,50,United-States,>50K,
low,Federal-gov,low,Bachelors,high,Divorced,Prof-specialty,Not-in-family,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Prof-school,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,36,United-States,>50K,
high,Self-emp-not-inc,low,HS-grad,high,Widowed,Craft-repair,Not-in-family,White,Male,low,0,24,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Other-service,Own-child,Black,Male,low,0,40,Outlying-US(Guam-USVI-etc),<=50K,
low,Private,low,HS-grad,high,Divorced,Adm-clerical,Unmarried,White,Female,low,0,40,United-States,<=50K,
low,Private,low,Some-college,high,Divorced,Tech-support,Unmarried,White,Female,low,0,40,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Transport-moving,Husband,White,Male,low,0,60,Canada,>50K,
low,Private,low,Bachelors,high,Never-married,Sales,Not-in-family,White,Male,low,0,45,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,7th-8th,low,Divorced,Machine-op-inspct,Unmarried,White,Male,low,974,40,United-States,<=50K,
high,Self-emp-not-inc,low,Some-college,high,Married-civ-spouse,Sales,Husband,Black,Male,low,0,60,United-States,>50K,
high,Private,low,Bachelors,high,Married-civ-spouse,Sales,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,Bachelors,high,Never-married,Sales,Not-in-family,White,Female,low,1564,43,United-States,>50K,
low,Private,low,Some-college,high,Divorced,Sales,Unmarried,White,Female,low,0,55,England,<=50K,
low,Private,low,Some-college,high,Never-married,Adm-clerical,Own-child,Black,Male,low,0,20,United-States,<=50K,
low,Private,low,Assoc-voc,high,Never-married,Adm-clerical,Own-child,Black,Female,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Farming-fishing,Not-in-family,White,Male,low,0,53,United-States,<=50K,
high,Private,low,11th,low,Divorced,Sales,Not-in-family,White,Female,low,0,40,United-States,<=50K,
low,Private,low,12th,low,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,40,United-States,<=50K,
low,Federal-gov,low,Some-college,high,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,low,0,20,United-States,<=50K,
low,Private,low,Doctorate,high,Divorced,Sales,Unmarried,White,Female,low,0,50,United-States,>50K,
low,Private,low,11th,low,Married-civ-spouse,Sales,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,40,United-States,<=50K,
high,Self-emp-inc,low,10th,low,Widowed,Exec-managerial,Unmarried,White,Female,low,2559,50,United-States,>50K,
high,Private,low,11th,low,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low,0,32,United-States,<=50K,
low,Private,low,10th,low,Never-married,Adm-clerical,Unmarried,Black,Female,low,0,40,United-States,<=50K,
low,Private,low,Masters,high,Married-civ-spouse,Adm-clerical,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,Bachelors,high,Never-married,Exec-managerial,Own-child,White,Male,low,0,48,United-States,<=50K,
low,Self-emp-not-inc,low,Some-college,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,7th-8th,low,Never-married,Craft-repair,Not-in-family,White,Male,low,0,25,Germany,<=50K,
low,Private,low,HS-grad,high,Divorced,Adm-clerical,Unmarried,White,Female,low,0,35,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Adm-clerical,Not-in-family,Black,Male,low,0,40,United-States,<=50K,
low,Self-emp-not-inc,low,Some-college,high,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,low,0,20,South,<=50K,
low,Self-emp-not-inc,low,Some-college,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,50,United-States,>50K,
low,Private,low,HS-grad,high,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,low,0,50,South,<=50K,
low,Federal-gov,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,low,0,50,United-States,>50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Own-child,White,Female,low,0,30,United-States,<=50K,
low,Federal-gov,low,Bachelors,high,Never-married,Exec-managerial,Own-child,White,Female,low,0,40,Cuba,<=50K,
low,Private,low,HS-grad,high,Divorced,Other-service,Unmarried,White,Female,low,0,40,United-States,<=50K,
high,Self-emp-not-inc,low,Masters,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,50,United-States,>50K,
low,Private,low,Bachelors,high,Never-married,Exec-managerial,Own-child,White,Male,low,0,40,United-States,<=50K,
high,Local-gov,low,HS-grad,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,50,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Other-service,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Other-service,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Divorced,Transport-moving,Not-in-family,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Preschool,low,Never-married,Farming-fishing,Not-in-family,White,Male,low,0,40,Mexico,<=50K,
high,Private,low,Bachelors,high,Married-civ-spouse,Adm-clerical,Husband,White,Male,low,0,45,United-States,>50K,
high,Private,low,HS-grad,high,Married-civ-spouse,Transport-moving,Husband,White,Male,low,0,44,United-States,>50K,
low,Private,low,Some-college,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Adm-clerical,Not-in-family,White,Female,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Machine-op-inspct,Own-child,White,Male,low,0,40,United-States,<=50K,
low,Federal-gov,low,Assoc-voc,high,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,low,0,40,United-States,<=50K,
low,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,10th,low,Never-married,Other-service,Not-in-family,White,Female,low,0,25,Ecuador,<=50K,
low,Private,low,Bachelors,high,Never-married,Sales,Not-in-family,White,Female,low,0,65,United-States,>50K,
low,Local-gov,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Wife,White,Female,low,0,40,United-States,>50K,
low,Local-gov,low,Masters,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,40,United-States,>50K,
high,Self-emp-inc,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,2415,50,United-States,>50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Own-child,White,Male,low,0,20,United-States,<=50K,
low,Private,low,Masters,high,Divorced,Exec-managerial,Not-in-family,White,Female,low,0,40,United-States,>50K,
low,Self-emp-inc,low,Some-college,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,70,United-States,<=50K,
low,Private,low,9th,low,Married-civ-spouse,Other-service,Husband,White,Male,low,0,40,Dominican-Republic,<=50K,
low,Self-emp-inc,low,Bachelors,high,Married-civ-spouse,Sales,Husband,White,Male,high,0,65,United-States,>50K,
low,Private,low,Some-college,high,Divorced,Other-service,Unmarried,Black,Female,low,0,40,United-States,<=50K,
low,Private,low,10th,low,Never-married,Adm-clerical,Not-in-family,White,Female,low,0,39,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Tech-support,Wife,White,Female,low,0,40,United-States,>50K,
low,Federal-gov,low,HS-grad,high,Separated,Adm-clerical,Unmarried,Black,Female,low,0,40,United-States,<=50K,
low,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Tech-support,Husband,White,Male,low,0,30,United-States,<=50K,
low,Self-emp-not-inc,low,Assoc-voc,high,Married-civ-spouse,Farming-fishing,Husband,White,Male,low,0,60,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Tech-support,Not-in-family,White,Female,low,0,20,United-States,<=50K,
low,Private,low,Prof-school,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,50,United-States,<=50K,
low,Private,low,HS-grad,high,Divorced,Machine-op-inspct,Not-in-family,White,Female,low,0,56,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Sales,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,Masters,high,Divorced,Prof-specialty,Unmarried,White,Female,low,0,50,United-States,<=50K,
low,Private,low,Masters,high,Never-married,Exec-managerial,Not-in-family,White,Female,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Adm-clerical,Not-in-family,White,Female,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Sales,Husband,White,Female,low,0,40,United-States,<=50K,
low,Local-gov,low,Some-college,high,Never-married,Protective-serv,Not-in-family,White,Male,low,0,50,United-States,>50K,
low,Private,low,HS-grad,high,Divorced,Farming-fishing,Not-in-family,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Wife,White,Female,low,0,60,Germany,<=50K,
low,Private,low,HS-grad,high,Never-married,Sales,Not-in-family,White,Male,low,1669,55,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Assoc-acdm,high,Never-married,Sales,Own-child,White,Female,low,0,25,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Farming-fishing,Own-child,White,Male,low,0,20,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Sales,Husband,White,Male,low,0,45,United-States,>50K,
low,Private,low,Assoc-voc,high,Never-married,Transport-moving,Not-in-family,White,Male,low,0,50,United-States,<=50K,
low,Private,low,Masters,high,Divorced,Sales,Not-in-family,White,Female,low,0,6,United-States,<=50K,
low,Self-emp-not-inc,low,Doctorate,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,35,United-States,>50K,
low,Local-gov,low,Some-college,high,Divorced,Transport-moving,Not-in-family,White,Female,low,0,40,United-States,<=50K,
low,Self-emp-not-inc,low,9th,low,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,40,Mexico,<=50K,
high,Private,low,HS-grad,high,Married-civ-spouse,Sales,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,5th-6th,low,Married-civ-spouse,Other-service,Husband,White,Male,low,0,40,Mexico,<=50K,
low,Self-emp-not-inc,low,Assoc-voc,high,Married-civ-spouse,Tech-support,Other-relative,White,Female,low,0,10,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Adm-clerical,Not-in-family,White,Male,low,0,25,United-States,<=50K,
low,Private,low,Assoc-acdm,high,Never-married,Sales,Not-in-family,White,Male,low,0,48,United-States,<=50K,
low,Self-emp-not-inc,low,9th,low,Never-married,Craft-repair,Not-in-family,White,Male,low,0,15,United-States,<=50K,
low,State-gov,low,Bachelors,high,Divorced,Prof-specialty,Not-in-family,White,Male,low,1876,44,United-States,<=50K,
high,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Tech-support,Husband,White,Male,low,0,30,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Wife,White,Female,low,0,45,United-States,>50K,
low,Private,low,Some-college,high,Never-married,Adm-clerical,Own-child,White,Female,low,0,20,United-States,<=50K,
low,Private,low,7th-8th,low,Never-married,Farming-fishing,Unmarried,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Tech-support,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,HS-grad,high,Never-married,Machine-op-inspct,Own-child,White,Male,low,0,32,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Other-service,Other-relative,Black,Female,low,0,40,United-States,<=50K,
low,Private,low,Assoc-voc,high,Married-civ-spouse,Other-service,Husband,White,Male,low,0,40,United-States,>50K,
low,Local-gov,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Transport-moving,Husband,White,Male,low,0,50,United-States,>50K,
low,Private,low,Assoc-voc,high,Never-married,Adm-clerical,Not-in-family,White,Female,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Tech-support,Husband,White,Male,low,0,89,United-States,<=50K,
low,Self-emp-inc,low,Doctorate,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,1977,60,United-States,>50K,
low,Private,low,11th,low,Divorced,Machine-op-inspct,Unmarried,White,Female,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Handlers-cleaners,Own-child,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Other-service,Own-child,White,Male,low,0,25,United-States,<=50K,
low,Private,low,Masters,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,40,United-States,>50K,
low,Private,low,Some-college,high,Divorced,Exec-managerial,Not-in-family,White,Male,low,1876,50,United-States,<=50K,
low,Private,low,HS-grad,high,Divorced,Handlers-cleaners,Own-child,White,Male,low,0,44,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Adm-clerical,Own-child,White,Female,low,0,38,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Craft-repair,Own-child,White,Male,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Divorced,Craft-repair,Not-in-family,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Masters,high,Divorced,Prof-specialty,Unmarried,White,Male,low,0,50,United-States,>50K,
low,Private,low,HS-grad,high,Never-married,Sales,Unmarried,White,Male,low,0,60,United-States,>50K,
low,Private,low,10th,low,Never-married,Machine-op-inspct,Own-child,White,Male,low,0,30,United-States,<=50K,
low,Private,low,HS-grad,high,Divorced,Sales,Own-child,White,Female,low,0,40,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Sales,Husband,White,Male,low,0,60,United-States,<=50K,
low,Private,low,Assoc-acdm,high,Divorced,Prof-specialty,Unmarried,White,Female,low,0,32,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,low,0,40,Mexico,<=50K,
low,Federal-gov,low,HS-grad,high,Divorced,Adm-clerical,Not-in-family,Black,Male,low,0,40,United-States,<=50K,
low,Private,low,Prof-school,high,Married-civ-spouse,Prof-specialty,Wife,White,Female,low,0,60,United-States,>50K,
low,State-gov,low,Some-college,high,Never-married,Adm-clerical,Own-child,White,Female,low,0,10,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Machine-op-inspct,Unmarried,Black,Female,low,0,48,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Other-service,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Exec-managerial,Own-child,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Prof-specialty,Not-in-family,White,Female,low,0,8,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Adm-clerical,Own-child,Black,Female,low,0,15,United-States,<=50K,
low,Private,low,Bachelors,high,Never-married,Prof-specialty,Not-in-family,White,Female,low,0,35,United-States,<=50K,
low,Self-emp-not-inc,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,47,United-States,<=50K,
low,Private,low,Some-college,high,Separated,Machine-op-inspct,Not-in-family,White,Male,low,2258,55,United-States,>50K,
low,Private,low,HS-grad,high,Never-married,Adm-clerical,Not-in-family,White,Female,low,0,60,United-States,<=50K,
high,Private,low,HS-grad,high,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,45,United-States,<=50K,
low,Self-emp-not-inc,low,Some-college,high,Never-married,Other-service,Not-in-family,White,Female,low,0,75,United-States,<=50K,
low,Private,low,Assoc-acdm,high,Never-married,Adm-clerical,Not-in-family,White,Female,low,0,40,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Exec-managerial,Own-child,White,Female,low,0,30,United-States,<=50K,
low,Private,low,Bachelors,high,Married-civ-spouse,Exec-managerial,Husband,White,Male,low,0,40,United-States,>50K,
low,Local-gov,low,Masters,high,Divorced,Prof-specialty,Unmarried,White,Female,low,0,55,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Other-service,Own-child,White,Female,low,0,20,United-States,<=50K,
high,Self-emp-not-inc,low,Some-college,high,Married-civ-spouse,Farming-fishing,Husband,White,Male,low,0,44,United-States,<=50K,
low,Private,low,Some-college,high,Never-married,Sales,Own-child,White,Female,low,0,30,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,Other,Male,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Separated,Machine-op-inspct,Own-child,Black,Female,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Sales,Not-in-family,White,Female,low,0,36,United-States,<=50K,
low,Private,low,Bachelors,high,Divorced,Prof-specialty,Unmarried,Black,Male,low,0,40,United-States,<=50K,
low,Local-gov,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,1887,40,United-States,>50K,
low,Self-emp-not-inc,low,Some-college,high,Married-civ-spouse,Farming-fishing,Husband,White,Male,low,0,50,United-States,<=50K,
low,Private,low,HS-grad,high,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,low,0,35,United-States,<=50K,
low,Private,low,HS-grad,high,Never-married,Adm-clerical,Not-in-family,White,Female,low,0,45,United-States,<=50K,
high,Local-gov,low,HS-grad,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,40,United-States,<=50K,
low,Private,low,HS-grad,high,Divorced,Adm-clerical,Not-in-family,White,Female,low,0,37,United-States,>50K,
low,Private,low,7th-8th,low,Divorced,Tech-support,Unmarried,White,Female,low,0,40,United-States,<=50K,
low,Self-emp-not-inc,low,Bachelors,high,Never-married,Tech-support,Not-in-family,White,Male,low,0,45,United-States,<=50K,
high,Self-emp-not-inc,low,Bachelors,high,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,low,1977,32,China,>50K,
low,Self-emp-not-inc,low,Prof-school,high,Married-civ-spouse,Prof-specialty,Husband,White,Male,low,0,55,United-States,>50K,
low,Private,low,Some-college,high,Never-married,Sales,Not-in-family,White,Male,low,0,40,United-States,<=50K,
low,Private,low,Some-college,high,Married-civ-spouse,Craft-repair,Husband,White,Male,low,0,50,United-States,>50K,
