age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,decision
low,Private,116103,HS-grad,9,Widowed,Exec-managerial,Other-relative,White,Male,914,0,40,United-States,<=50K,
low,Private,24153,Some-college,10,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,
low,Private,273425,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,
high,Private,231183,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,Private,313930,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K,
low,Private,114483,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,162108,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,Private,168807,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,
low,Local-gov,143828,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,9562,0,40,United-States,>50K,
high,Private,242769,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3471,0,40,England,<=50K,
low,Local-gov,111558,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,
low,Private,69770,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,
low,Private,291981,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,102460,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,151584,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,1876,40,United-States,<=50K,
low,Local-gov,287320,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,115677,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,239632,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,Private,409172,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,55,United-States,<=50K,
low,Private,186849,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K,
low,Private,118861,10th,6,Married-civ-spouse,Craft-repair,Wife,Other,Female,0,0,48,Guatemala,<=50K,
low,State-gov,170924,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,153489,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,
low,Private,186489,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,46,United-States,<=50K,
low,Private,192409,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,
high,State-gov,337599,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,195545,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,
high,Private,61892,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,15,United-States,<=50K,
low,Self-emp-not-inc,175697,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States,<=50K,
low,Private,80303,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,
low,Private,419658,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,<=50K,
low,Private,319163,Some-college,10,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K,
low,Private,126743,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,53,Mexico,<=50K,
low,Private,301568,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,
low,Private,120461,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K,
low,Private,268145,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K,
low,Private,257337,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
low,Self-emp-inc,213354,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K,
low,Private,303431,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,
low,Private,124963,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,
low,Private,158218,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,35,United-States,<=50K,
low,State-gov,553473,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,0,0,48,United-States,<=50K,
low,Private,46155,HS-grad,9,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0,0,40,United-States,<=50K,
high,Private,138714,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,
high,Private,231781,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,
low,Private,19410,HS-grad,9,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,48,United-States,<=50K,
low,Private,185821,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,
low,Local-gov,144995,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,
low,Private,162494,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,19,United-States,<=50K,
low,Private,171968,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,232569,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,161819,11th,7,Separated,Adm-clerical,Unmarried,Black,Female,0,0,25,United-States,<=50K,
low,Private,123343,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,
low,Private,105449,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0,25,United-States,<=50K,
low,Private,181717,Assoc-voc,11,Separated,Prof-specialty,Own-child,White,Female,0,0,36,United-States,<=50K,
low,Local-gov,102359,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,<=50K,
low,Private,72887,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,
low,Private,154571,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,
low,Private,255191,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,
low,Private,174789,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,110402,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K,
low,Private,208513,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,
low,Private,121904,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K,
low,Private,34335,HS-grad,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,14084,0,40,United-States,>50K,
low,Private,59380,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,Self-emp-inc,126675,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,<=50K,
low,Private,217363,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,
low,Private,91836,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,184813,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,
low,Private,178142,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,
low,Local-gov,102359,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,2231,40,United-States,>50K,
low,Self-emp-inc,281832,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Cuba,>50K,
low,Private,96226,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,
low,Private,195124,7th-8th,4,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,35,Puerto-Rico,<=50K,
low,Private,56322,Some-college,10,Never-married,Other-service,Own-child,White,Male,2176,0,25,United-States,<=50K,
low,Local-gov,97449,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,<=50K,
low,Private,339773,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
low,Federal-gov,210926,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K,
low,Private,199499,Assoc-voc,11,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,
low,Federal-gov,190729,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,
low,Self-emp-inc,191385,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,77,United-States,<=50K,
high,Private,193479,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,<=50K,
low,Self-emp-not-inc,225165,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,
low,Private,346766,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,State-gov,152307,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,
low,Self-emp-not-inc,170649,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,
low,Private,197207,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,Private,229732,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,
low,Private,204402,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,85,United-States,>50K,
low,Private,181065,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,
low,Private,237729,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,2444,72,United-States,>50K,
high,Private,179574,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,12,United-States,>50K,
low,Private,191782,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,30,United-States,<=50K,
high,Private,146660,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,
low,Self-emp-not-inc,115945,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,
low,Private,210875,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,137898,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K,
low,Local-gov,216965,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,201554,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,15,United-States,<=50K,
high,Private,57970,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,208378,12th,8,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,
low,Private,61343,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K,
low,Private,283872,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,<=50K,
high,Private,225603,9th,5,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K,
low,Private,401333,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,
high,Private,278228,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,
low,Private,145377,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,
low,Private,120238,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,187215,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,36,United-States,>50K,
low,Self-emp-not-inc,144063,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K,
low,Private,238721,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,
low,Private,164920,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,
low,Self-emp-not-inc,152493,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K,
low,Private,92968,Bachelors,13,Never-married,Sales,Unmarried,White,Female,0,0,32,United-States,<=50K,
low,Private,136836,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K,
low,Federal-gov,216453,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,45,United-States,<=50K,
low,Private,349148,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,<=50K,
low,State-gov,309620,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,Taiwan,<=50K,
low,State-gov,347803,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,20,United-States,<=50K,
low,Private,85995,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,
low,Private,164569,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,48,United-States,<=50K,
low,Self-emp-not-inc,308279,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,21,United-States,<=50K,
low,Private,56322,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,
low,Private,211654,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
low,Self-emp-inc,120126,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,
low,Private,239043,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,312017,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Germany,<=50K,
low,Private,257485,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
low,Private,49243,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,229716,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K,
low,Private,341672,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,60,India,<=50K,
low,Private,32311,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,
high,Private,275236,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,184596,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,3942,0,50,United-States,<=50K,
low,Private,186909,HS-grad,9,Never-married,Sales,Other-relative,White,Female,1055,0,30,United-States,<=50K,
low,Private,152420,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,50,United-States,<=50K,
low,State-gov,261929,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,25236,0,64,United-States,>50K,
low,Private,235442,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,161691,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,
low,Private,355918,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K,
low,State-gov,198660,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,
low,Private,122649,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,
low,Private,421967,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,>50K,
low,Local-gov,259377,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K,
low,Private,74305,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,
high,Self-emp-not-inc,34340,7th-8th,4,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K,
low,Self-emp-not-inc,182752,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,Iran,<=50K,
low,Private,34248,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,
low,Private,186677,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K,
low,Private,167851,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,
low,Private,146460,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,Private,209650,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K,
low,Self-emp-not-inc,132986,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,
high,Private,94429,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,252406,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,
low,Private,174592,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,
low,Self-emp-not-inc,151322,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,
low,Private,37237,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,>50K,
low,Private,101192,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,94081,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,
low,Private,329408,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,106028,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,<=50K,
low,Self-emp-inc,167793,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,
low,Private,138692,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
low,Private,173968,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,228320,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,96585,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K,
low,Private,156580,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Puerto-Rico,<=50K,
high,Private,210673,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,
low,Local-gov,137753,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,20,United-States,<=50K,
low,Private,29865,HS-grad,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,<=50K,
low,Private,196044,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,
low,Private,308995,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Jamaica,<=50K,
high,Private,159008,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,20,United-States,>50K,
low,Private,362491,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,
low,Private,94395,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,320047,10th,6,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,98535,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
high,Private,183170,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,
low,Private,195686,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
low,Private,178244,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,127833,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,
low,Private,269722,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,
high,State-gov,136819,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,205604,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,Mexico,<=50K,
low,Private,132078,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,Private,234880,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K,
low,Private,196816,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3908,0,40,United-States,<=50K,
low,Private,237943,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K,
high,Self-emp-inc,140852,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,
low,Self-emp-not-inc,105614,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,
low,Private,83492,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,
low,Self-emp-not-inc,225772,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,>50K,
low,Private,242713,12th,8,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K,
high,Private,355865,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,
low,Private,173316,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,
low,Self-emp-inc,35662,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,70,United-States,>50K,
low,Private,297246,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,9,United-States,<=50K,
low,Private,108945,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,
low,Self-emp-not-inc,57298,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,
low,Self-emp-not-inc,164582,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298,0,60,United-States,>50K,
high,Private,295067,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,45,United-States,>50K,
low,Private,177265,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,
low,Local-gov,336543,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,>50K,
low,Self-emp-not-inc,52870,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
low,Private,316820,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,<=50K,
low,Local-gov,200153,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,
high,Private,453067,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K,
low,Federal-gov,27166,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,299598,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K,
low,Private,122048,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,Private,345277,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,Private,113147,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K,
low,Private,34007,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,
low,Private,255014,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,
low,Private,152667,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,<=50K,
low,Private,231053,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,<=50K,
low,Private,103651,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,
high,Self-emp-inc,124137,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,
low,Private,198183,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,
low,Private,183627,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,48,Ireland,<=50K,
low,Private,466458,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,
low,Self-emp-not-inc,114396,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K,
low,Private,186376,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,72,Philippines,>50K,
low,Private,290964,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1590,40,United-States,<=50K,
high,Self-emp-not-inc,282095,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,
low,State-gov,244974,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,44,United-States,>50K,
low,Self-emp-not-inc,114691,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,
low,Private,107160,12th,8,Separated,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,
low,Self-emp-not-inc,142573,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,United-States,<=50K,
low,Private,203833,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,
low,Private,47791,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K,
low,Private,133729,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,17,United-States,<=50K,
low,Private,135803,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,15024,0,60,South,>50K,
low,Private,128591,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,
low,Private,133853,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,
low,Self-emp-not-inc,243569,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,
low,Private,119156,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,
low,Private,391114,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,<=50K,
